cust_num,savg_acc,curr_acc,invt_acc,trans_dy,card_pay,mortg_ln,cdt_line,cust_age,cust_sex,cust_mar,cust_chd,cust_inc,cust_car
3262,10.447600,0.000000,10.808700,1,"cheq","no","yes",22,"female","married",1,50290.700000,"no"
3265,14.730300,0.000000,22.804200,0,"cheq","yes","no",97,"male","married",2,1585.990000,"no"
3266,16.139300,5.975450,51.021000,0,"giro","yes","yes",33,"female","married",2,85433.100000,"yes"
3270,5.835690,0.000000,31.919900,1,"acct","no","no",47,"female","single",0,28891.200000,"no"
3276,27.329200,0.000000,25.111200,0,"acct","no","yes",95,"female","married",2,46273.900000,"no"
3281,25.006600,0.000000,22.259500,0,"acct","no","yes",36,"male","single",1,93607.800000,"yes"
3284,15.839400,0.000000,27.134900,0,"giro","no","yes",79,"male","single",1,67137.700000,"no"
3299,14.884700,8.361660,15.798000,0,"acct","no","yes",44,"female","married",0,31561.500000,"no"
3340,6.299130,0.000000,66.582300,0,"cheq","no","yes",50,"male","married",2,72356.800000,"no"
3342,7.900370,0.000000,14.351400,1,"acct","no","no",78,"male","single",0,64893.700000,"yes"
3366,25.862100,0.000000,51.730600,0,"giro","no","yes",64,"female","single",0,97524.500000,"no"
3377,27.734900,0.000000,44.528800,0,"giro","yes","no",27,"female","single",1,38458.600000,"yes"
3384,24.596700,0.000000,76.639000,0,"acct","no","yes",95,"female","single",2,7659.090000,"no"
3394,16.152600,0.000000,145.353000,0,"acct","no","yes",62,"female","single",0,72358.600000,"yes"
3399,9.364520,0.000000,15.756300,0,"cheq","no","yes",19,"male","married",2,22567.900000,"yes"
3409,4.052150,1.160750,93.466600,0,"acct","yes","no",65,"female","single",0,35219.600000,"yes"
3425,3.278690,0.000000,133.669000,0,"acct","yes","yes",92,"male","married",2,24344.100000,"no"
3447,9.044440,2.070670,127.790000,0,"acct","no","no",96,"male","married",2,57877.500000,"no"
3460,13.241300,0.000000,81.583000,0,"acct","yes","no",96,"male","single",2,57814.500000,"no"
3462,7.106580,0.000000,19.495300,0,"giro","no","yes",81,"male","single",0,67634.700000,"no"
3470,25.805600,0.000000,78.753100,0,"cheq","yes","yes",86,"male","married",0,98399.900000,"yes"
3474,12.418700,0.000000,89.792100,0,"acct","no","no",60,"female","married",1,47468.600000,"no"
3478,23.946200,0.000000,17.886000,0,"acct","no","no",80,"female","single",2,47893.100000,"no"
3481,0.000000,0.000000,3.831520,0,"cheq","yes","no",92,"female","single",2,50290.700000,"no"
3486,5.317920,0.000000,69.576200,0,"acct","no","no",42,"male","married",0,42639.100000,"yes"
3511,10.854700,0.000000,122.452000,0,"acct","no","yes",48,"female","married",2,44596.400000,"no"
3545,8.784890,0.000000,120.532000,0,"acct","yes","yes",44,"female","single",0,21038.900000,"no"
3585,10.580000,0.000000,37.276600,0,"acct","yes","yes",53,"male","married",2,37354.000000,"no"
3597,28.054300,0.000000,29.435800,0,"giro","no","yes",29,"female","married",1,50290.700000,"no"
3599,26.856100,0.000000,213.184000,0,"acct","yes","yes",86,"male","married",2,78801.200000,"no"
3618,0.000000,0.000000,1.475650,0,"acct","yes","no",53,"female","single",1,23526.200000,"no"
3622,0.000000,0.000000,4.113080,1,"cheq","yes","no",79,"female","single",1,38777.700000,"no"
3627,5.904610,0.000000,29.606200,2,"acct","yes","no",83,"female","married",1,75265.300000,"no"
3630,0.000000,0.000000,2.135480,0,"giro","yes","yes",58,"male","single",2,17371.000000,"no"
3633,24.251300,9.419780,57.847200,0,"acct","yes","no",21,"male","single",1,92788.100000,"no"
3640,26.717800,3.261580,37.843100,0,"acct","no","yes",88,"male","married",1,21890.000000,"yes"
3647,0.000000,0.000000,3.471320,0,"acct","yes","no",65,"female","single",2,85048.100000,"yes"
3648,28.576500,0.000000,91.573000,0,"acct","no","yes",75,"male","married",0,47131.500000,"no"
3650,21.997400,0.000000,66.586000,0,"cheq","no","yes",50,"female","married",0,70004.100000,"no"
3683,2.510350,1.362730,29.202000,0,"acct","yes","yes",19,"male","married",0,89958.800000,"no"
3709,19.875500,0.000000,91.956600,0,"giro","yes","yes",82,"female","married",0,38687.200000,"no"
3722,2.537630,8.899750,73.973200,0,"giro","no","yes",64,"male","single",0,53919.900000,"no"
3735,10.774200,0.000000,76.410000,0,"acct","yes","yes",83,"male","married",0,14604.900000,"no"
3741,9.782000,0.000000,68.617600,0,"acct","yes","yes",78,"male","married",1,23919.100000,"no"
3745,14.974500,0.000000,74.253100,0,"acct","yes","no",33,"female","married",2,90971.400000,"yes"
3749,8.425090,0.000000,86.252400,0,"acct","no","yes",52,"female","married",2,58629.500000,"no"
3767,0.318460,0.000000,8.485460,0,"cheq","yes","yes",20,"male","married",0,8875.470000,"no"
3775,23.301500,0.000000,291.729000,0,"acct","yes","no",71,"female","single",0,61453.100000,"no"
3779,25.105200,8.390150,38.651500,0,"giro","yes","no",82,"female","single",0,65670.000000,"yes"
3793,1.486580,0.000000,86.027000,0,"giro","no","yes",89,"female","single",0,63092.200000,"yes"
3796,13.683000,0.000000,166.827000,0,"giro","no","yes",83,"male","single",0,90513.200000,"no"
3809,6.895170,0.000000,39.213800,0,"giro","no","yes",83,"female","single",1,28796.400000,"yes"
3812,24.136200,0.000000,79.363300,0,"acct","yes","yes",32,"female","married",2,76791.500000,"no"
3817,11.429600,0.000000,37.943900,0,"acct","yes","yes",66,"female","single",1,56562.900000,"no"
3827,25.193400,8.895030,86.229300,1,"acct","no","no",74,"male","married",1,47927.100000,"no"
3829,29.862200,8.326140,70.587700,0,"giro","no","yes",94,"female","married",1,15862.700000,"yes"
3846,23.167200,0.000000,44.324100,0,"giro","yes","yes",93,"female","single",0,32480.300000,"no"
3873,8.480250,0.000000,28.838400,0,"cheq","no","yes",72,"female","married",1,90912.800000,"no"
3894,4.303360,0.000000,5.469940,0,"acct","no","no",82,"male","married",1,53582.600000,"no"
3901,8.333710,0.000000,58.887200,0,"giro","no","yes",43,"female","married",1,32806.300000,"no"
3936,13.350600,0.000000,8.765140,0,"cheq","yes","yes",55,"male","single",2,16938.500000,"no"
3939,8.390010,0.000000,26.481800,0,"giro","yes","yes",91,"female","married",0,82001.800000,"no"
3959,0.000000,0.000000,4.803920,0,"giro","no","no",74,"female","married",2,98538.200000,"no"
3966,23.393400,0.000000,23.931000,0,"giro","yes","yes",66,"female","married",1,62503.900000,"no"
3996,27.274600,0.000000,191.490000,0,"acct","yes","yes",79,"male","married",2,76486.800000,"yes"
3997,1.602770,7.603190,22.539500,0,"cheq","no","no",92,"male","married",0,92093.000000,"yes"
4007,25.115700,0.000000,284.106000,0,"acct","yes","no",70,"female","married",1,28197.300000,"yes"
4013,15.864000,0.000000,27.319400,0,"giro","no","yes",72,"female","single",1,78796.000000,"no"
4020,12.239200,0.000000,23.558200,0,"acct","no","yes",52,"male","married",2,28255.000000,"no"
4023,2.999730,0.871178,20.741200,0,"cheq","yes","yes",36,"male","single",2,55485.800000,"yes"
4035,18.029400,0.000000,136.470000,0,"giro","yes","yes",81,"male","married",2,90478.600000,"no"
4065,16.213000,0.000000,145.631000,0,"acct","yes","yes",40,"female","single",1,26756.600000,"no"
4068,0.000000,0.000000,4.975840,0,"acct","no","yes",96,"male","single",1,86711.300000,"no"
4081,18.568000,0.000000,79.054900,0,"cheq","yes","yes",94,"male","single",0,79690.800000,"yes"
4082,0.000000,0.000000,1.973260,0,"acct","no","no",90,"male","married",0,56894.800000,"no"
4085,23.441900,0.000000,6.698810,0,"cheq","no","no",77,"male","married",1,21747.700000,"no"
4104,14.718900,0.000000,11.554800,0,"acct","yes","yes",76,"female","married",1,87797.500000,"yes"
4108,0.000000,0.000000,0.961799,0,"acct","yes","yes",66,"male","married",1,29672.400000,"no"
4115,9.818640,0.000000,25.109300,0,"giro","no","yes",21,"female","married",1,78855.500000,"no"
4129,18.747800,0.000000,7.622160,0,"acct","no","no",21,"male","married",0,57596.100000,"no"
4137,0.832241,0.000000,25.119900,0,"acct","yes","yes",64,"male","single",1,15822.600000,"yes"
4138,4.977570,0.000000,84.613000,0,"acct","yes","yes",76,"male","married",2,23536.000000,"no"
4139,6.947510,2.774230,122.039000,0,"acct","no","yes",37,"female","single",0,95261.800000,"no"
4140,5.350700,9.311610,78.947800,0,"acct","yes","no",55,"female","single",0,40200.700000,"yes"
4141,0.000000,0.000000,0.395972,0,"acct","no","yes",40,"female","married",1,50290.700000,"no"
4146,16.189200,0.000000,24.430200,0,"acct","no","yes",34,"male","married",2,14794.300000,"yes"
4155,23.994100,4.354030,39.558300,0,"giro","yes","yes",79,"female","married",0,2759.490000,"no"
4166,14.030100,0.000000,174.155000,0,"giro","yes","yes",68,"male","married",2,89449.000000,"no"
4180,26.119400,5.566160,38.060300,0,"acct","no","no",44,"male","single",2,54953.100000,"no"
4209,15.415900,0.392729,150.510000,0,"giro","yes","yes",85,"male","married",1,58310.200000,"yes"
4212,2.720720,0.000000,80.269400,0,"cheq","no","yes",88,"female","married",1,96090.200000,"no"
4213,2.883590,0.000000,10.253300,0,"cheq","yes","yes",27,"female","single",0,67668.300000,"no"
4217,17.377300,0.000000,90.580000,0,"cheq","yes","no",31,"male","single",0,6165.640000,"yes"
4228,16.798600,0.000000,268.958000,0,"acct","no","yes",47,"male","single",2,23511.400000,"yes"
4230,15.746100,0.000000,32.845700,0,"acct","yes","no",39,"female","married",1,46736.000000,"no"
4242,21.446200,0.000000,30.651500,0,"acct","no","yes",57,"female","married",0,70459.500000,"no"
4256,20.414200,0.000000,81.482600,0,"acct","yes","yes",86,"female","married",0,85180.100000,"no"
4263,11.046500,0.000000,285.176000,0,"giro","yes","yes",49,"male","married",2,90414.900000,"yes"
4265,11.135200,0.000000,110.787000,0,"acct","yes","no",24,"male","married",0,25921.400000,"no"
4271,14.601700,0.000000,94.356200,1,"cheq","yes","yes",40,"male","single",0,67823.500000,"yes"
4321,4.321010,0.000000,32.998600,0,"acct","no","no",22,"male","married",2,33149.200000,"no"
4324,3.516850,0.000000,49.653300,3,"acct","no","no",58,"female","single",1,53357.400000,"no"
4332,0.000000,0.000000,3.419150,0,"acct","yes","yes",26,"male","married",0,10095.800000,"no"
4350,27.305100,3.444820,20.584200,0,"giro","no","yes",59,"male","single",0,21893.600000,"no"
4351,25.592200,0.000000,46.152000,0,"cheq","no","no",52,"male","single",2,78731.000000,"no"
4365,10.667200,0.000000,233.810000,0,"acct","no","yes",87,"female","married",1,12935.200000,"no"
4369,4.036820,0.000000,14.182100,0,"giro","no","no",51,"female","married",2,33790.900000,"no"
4383,20.847200,0.000000,51.873600,0,"acct","yes","yes",95,"male","married",1,65745.100000,"no"
4384,8.940790,0.985628,70.816600,1,"giro","yes","yes",29,"male","married",1,38230.400000,"no"
4402,19.548700,0.000000,102.488000,0,"cheq","yes","yes",34,"female","single",1,95986.000000,"no"
4403,10.767500,0.000000,64.623900,0,"acct","yes","yes",94,"female","married",2,37742.000000,"no"
4413,21.869700,0.765878,146.386000,0,"acct","no","no",30,"male","married",2,17555.200000,"no"
4427,7.194440,0.000000,187.505000,0,"acct","yes","no",61,"male","married",2,53619.200000,"no"
4454,22.774400,0.000000,28.050200,0,"giro","no","yes",39,"male","married",0,29227.800000,"no"
4466,10.465100,0.000000,33.158300,0,"acct","yes","yes",44,"female","single",0,44183.900000,"yes"
4486,25.039200,0.000000,30.891100,0,"acct","no","yes",49,"male","single",0,20730.700000,"no"
4497,29.037800,0.000000,8.278920,0,"acct","no","yes",56,"male","married",1,7330.680000,"yes"
4509,15.281100,1.842840,49.510100,0,"giro","no","yes",77,"male","single",0,81875.800000,"no"
4519,8.277290,0.000000,7.922020,1,"giro","no","no",78,"male","married",2,92731.300000,"yes"
4525,5.985800,7.960220,85.210000,0,"acct","yes","yes",42,"male","married",0,4324.220000,"no"
4526,21.716700,7.864870,80.607300,0,"acct","yes","yes",63,"male","single",0,90335.600000,"yes"
4571,23.619400,0.000000,84.728200,0,"acct","yes","yes",29,"male","married",2,21288.300000,"no"
4589,17.092700,0.000000,48.975000,0,"cheq","no","yes",27,"male","married",0,85079.500000,"no"
4613,9.871610,0.000000,33.066600,1,"acct","yes","yes",45,"male","married",2,23695.600000,"no"
4622,25.463700,0.000000,43.911600,0,"giro","yes","no",46,"male","married",0,10689.400000,"no"
4634,2.826110,0.000000,40.245900,0,"acct","yes","no",49,"male","single",1,29894.400000,"no"
4645,14.573000,0.000000,38.225400,0,"cheq","no","yes",25,"male","single",2,56861.800000,"no"
4647,21.351100,0.000000,45.706500,0,"acct","yes","no",70,"female","single",0,87788.700000,"yes"
4656,25.926400,0.000000,77.291600,0,"acct","no","yes",82,"female","married",1,77265.500000,"no"
4662,2.803980,0.000000,69.792600,0,"acct","yes","yes",38,"male","married",0,94002.600000,"no"
4663,23.500900,4.915530,59.850300,0,"acct","yes","yes",21,"female","married",0,64236.800000,"no"
4672,7.269110,0.000000,9.429430,0,"cheq","yes","yes",94,"male","single",2,22685.300000,"yes"
4682,23.257200,0.000000,19.188200,0,"acct","yes","no",26,"male","single",2,14785.700000,"no"
4687,16.976100,4.754170,97.021700,0,"acct","no","yes",64,"male","married",1,43644.700000,"yes"
4691,28.953700,0.000000,19.057500,0,"acct","yes","yes",50,"female","single",2,21396.200000,"yes"
4694,0.000000,0.000000,4.321940,0,"cheq","yes","yes",90,"male","single",2,42504.300000,"no"
4700,27.084100,0.000000,15.143300,0,"acct","no","yes",94,"male","married",2,49022.900000,"no"
4704,0.000000,0.000000,1.180680,1,"giro","yes","no",87,"male","single",1,85705.800000,"no"
4717,19.261300,0.000000,52.780900,0,"acct","yes","yes",30,"female","married",1,17866.900000,"no"
4724,15.933000,2.210890,73.073000,0,"giro","no","no",68,"female","married",0,73728.300000,"no"
4727,2.706980,0.000000,115.744000,0,"giro","yes","yes",53,"female","married",2,64546.400000,"yes"
4728,20.214300,0.000000,7.256710,0,"acct","no","no",23,"male","single",1,84217.700000,"yes"
4754,11.022400,0.000000,49.894900,0,"acct","yes","no",20,"female","single",2,23671.600000,"no"
4792,24.835600,0.000000,81.981600,0,"cheq","yes","yes",44,"female","married",2,92285.400000,"no"
4801,2.768720,0.000000,9.364470,0,"acct","no","yes",45,"male","married",0,70239.800000,"no"
4807,15.075400,0.000000,108.435000,0,"acct","yes","yes",50,"male","married",0,19231.200000,"no"
4812,26.950600,0.000000,29.967500,0,"acct","yes","yes",55,"female","single",0,54844.200000,"yes"
4817,8.332000,7.093570,17.406400,1,"acct","no","yes",56,"male","single",1,92798.900000,"no"
4821,6.995880,0.000000,36.010700,0,"cheq","yes","yes",57,"male","married",1,77149.100000,"no"
4828,13.104400,0.000000,33.698400,0,"acct","no","no",65,"female","married",1,62751.300000,"no"
4837,14.817800,0.000000,99.518500,0,"cheq","no","yes",83,"male","single",1,65867.100000,"no"
4838,18.792400,0.000000,45.626100,1,"acct","yes","yes",48,"male","married",1,75818.900000,"no"
4853,23.494300,0.000000,41.387500,0,"acct","no","no",60,"male","married",0,20953.200000,"no"
4859,25.152000,0.000000,62.760900,0,"cheq","no","yes",63,"female","single",2,25200.800000,"no"
4861,25.140500,0.000000,88.042700,0,"acct","yes","no",56,"male","single",2,61417.300000,"yes"
4888,21.064600,0.000000,8.955960,0,"cheq","yes","yes",20,"male","married",2,66312.200000,"yes"
