cust_num,savg_acc,curr_acc,invt_acc,trans_dy,card_pay,mortg_ln,cdt_line,cust_age,cust_sex,cust_mar,cust_chd,cust_inc,cust_car,cust_chn
971,23.243500,1.049090,34.099400,0,"giro","yes","yes",61,"male","married",1,83039.200000,"yes","vol_churn"
972,14.045500,4.429420,114.323000,0,"acct","no","yes",92,"female","single",2,47396.200000,"no","vol_churn"
975,28.372200,0.000000,40.769200,0,"acct","no","yes",37,"female","married",0,46812.700000,"no","customer"
984,10.949600,0.000000,18.555500,0,"giro","no","yes",59,"female","single",0,41624.700000,"yes","vol_churn"
987,6.672700,0.000000,7.787480,0,"acct","yes","no",50,"female","married",0,63306.600000,"yes","vol_churn"
989,25.504700,0.000000,5.350190,0,"acct","no","no",34,"female","single",1,33671.000000,"no","customer"
990,14.154200,0.000000,108.433000,0,"giro","yes","no",39,"female","single",0,16829.600000,"no","customer"
998,18.979300,0.000000,32.897300,0,"acct","yes","no",69,"male","married",0,80417.500000,"yes","customer"
999,0.000000,0.000000,0.439002,0,"acct","no","yes",67,"male","married",1,32363.900000,"yes","invol_chn"
1002,16.471200,1.533270,90.453700,0,"cheq","no","yes",53,"male","married",1,34317.600000,"no","vol_churn"
1003,19.933500,3.709380,42.223600,0,"acct","no","no",86,"female","married",1,99248.100000,"no","vol_churn"
1006,21.006000,9.127440,16.683800,0,"acct","yes","no",62,"female","married",2,8749.800000,"no","vol_churn"
1010,24.148400,0.000000,10.475400,1,"acct","no","no",38,"female","married",0,17499.200000,"no","customer"
1013,11.020400,0.000000,49.412100,0,"cheq","no","yes",94,"male","married",1,76213.200000,"no","customer"
1015,16.194700,0.000000,12.117600,0,"acct","no","no",75,"female","married",2,11434.600000,"no","vol_churn"
1016,0.000000,0.000000,0.695662,0,"cheq","yes","yes",56,"female","single",2,27362.600000,"yes","invol_chn"
1020,26.523300,0.000000,32.198800,0,"acct","no","no",97,"male","married",2,75004.500000,"no","customer"
1021,23.184000,5.534970,72.957700,0,"acct","no","yes",32,"male","married",0,54430.200000,"yes","vol_churn"
1028,12.747000,0.000000,109.835000,0,"cheq","yes","no",27,"female","single",1,54370.700000,"no","customer"
1029,12.389700,0.000000,58.409000,1,"cheq","yes","yes",90,"male","single",2,83653.300000,"no","customer"
1031,24.042800,0.000000,19.892500,0,"cheq","no","yes",59,"female","single",0,23892.200000,"yes","vol_churn"
1032,23.378100,0.000000,32.523000,0,"cheq","no","yes",77,"female","single",0,34160.500000,"no","vol_churn"
1036,15.255700,0.000000,99.363300,0,"giro","no","yes",27,"male","married",2,50290.700000,"no","customer"
1037,23.124600,6.246900,57.026300,1,"acct","yes","no",86,"female","single",1,31639.200000,"no","vol_churn"
1038,25.230400,0.940942,65.511800,0,"acct","no","no",47,"female","married",1,7071.460000,"no","vol_churn"
1044,14.601500,0.000000,41.661200,0,"acct","no","no",33,"male","married",0,28000.400000,"yes","customer"
1046,5.991690,0.000000,136.388000,0,"acct","no","yes",77,"male","single",1,2743.690000,"no","customer"
1048,14.794400,0.000000,36.677800,0,"acct","yes","no",68,"female","married",1,97318.600000,"yes","vol_churn"
1050,8.949130,6.196580,11.949300,0,"acct","yes","yes",93,"female","single",1,46771.200000,"no","vol_churn"
1053,16.638700,0.000000,105.261000,0,"cheq","no","yes",30,"female","married",1,48457.600000,"yes","customer"
1054,16.305900,0.000000,34.748300,0,"cheq","yes","yes",93,"male","married",2,40372.400000,"yes","customer"
1055,10.903800,9.279260,27.015600,0,"cheq","no","no",47,"female","married",1,57611.400000,"no","vol_churn"
1057,12.756000,0.000000,19.984500,0,"cheq","yes","yes",89,"male","married",0,60156.900000,"yes","customer"
1059,0.000000,0.000000,1.519270,0,"giro","yes","yes",18,"male","single",2,11691.200000,"yes","invol_chn"
1060,9.671160,0.000000,38.212200,0,"giro","yes","yes",22,"female","married",1,58462.300000,"yes","customer"
1062,6.128460,0.000000,31.454500,0,"cheq","yes","no",25,"female","married",2,295.941000,"no","vol_churn"
1065,0.000000,0.000000,0.609388,2,"acct","yes","no",53,"female","single",2,96704.700000,"no","invol_chn"
1067,17.338600,0.000000,9.315920,1,"cheq","no","no",44,"female","single",2,17689.200000,"no","vol_churn"
1075,24.804100,0.000000,80.130200,0,"acct","no","yes",66,"male","married",1,7277.290000,"yes","customer"
1079,29.464800,0.000000,10.869300,1,"acct","no","yes",69,"female","single",0,45310.400000,"no","vol_churn"
1080,4.823480,0.000000,34.757700,0,"giro","yes","yes",38,"male","married",0,66742.300000,"no","customer"
1082,21.665300,6.072970,133.320000,0,"acct","yes","no",97,"male","married",2,27667.600000,"no","vol_churn"
1083,19.843000,4.906460,72.582400,0,"giro","no","yes",45,"male","married",2,7673.470000,"no","vol_churn"
1086,0.386713,0.000000,16.007900,0,"acct","yes","no",68,"female","married",0,99832.900000,"no","vol_churn"
1087,7.886220,0.000000,21.725800,0,"acct","yes","no",46,"male","married",0,93996.800000,"no","customer"
1091,23.553800,3.190590,108.275000,0,"acct","yes","yes",47,"female","married",2,54039.400000,"no","vol_churn"
1092,23.523300,0.000000,14.265800,0,"acct","yes","yes",31,"male","married",2,11254.900000,"yes","customer"
1100,7.552060,0.000000,36.364600,0,"acct","no","no",55,"female","single",2,51744.200000,"no","customer"
1101,16.533700,0.000000,16.489000,0,"acct","yes","yes",56,"male","single",0,4841.330000,"yes","customer"
1103,5.013920,7.916130,24.416800,0,"giro","no","no",72,"male","single",0,22150.800000,"no","customer"
1104,4.728300,0.000000,27.186000,0,"giro","no","yes",45,"male","married",2,39035.800000,"no","customer"
1106,1.664490,0.000000,14.107000,0,"acct","yes","yes",63,"male","married",0,82981.000000,"no","customer"
1110,0.837476,0.000000,30.126700,0,"cheq","no","yes",80,"female","single",1,31809.700000,"yes","vol_churn"
1112,19.414300,4.502430,21.196700,0,"acct","yes","no",80,"female","married",1,17755.400000,"no","vol_churn"
1115,6.416590,0.000000,145.393000,0,"cheq","yes","no",61,"male","married",0,41063.600000,"yes","customer"
1116,20.240900,0.000000,18.248700,0,"cheq","no","yes",48,"female","married",0,4581.110000,"no","vol_churn"
1118,28.793000,0.000000,107.569000,0,"giro","no","yes",49,"male","single",0,9414.820000,"no","customer"
1122,9.388040,0.000000,38.968100,0,"acct","no","yes",65,"male","single",1,57626.900000,"yes","customer"
1123,28.197400,9.531320,13.987700,0,"giro","no","yes",28,"female","married",2,63328.800000,"no","vol_churn"
1128,0.000000,0.000000,0.583171,0,"acct","no","no",78,"female","married",2,62685.000000,"no","vol_churn"
1130,25.095300,0.000000,111.591000,0,"acct","yes","yes",46,"female","married",1,51014.000000,"no","vol_churn"
1133,0.000000,0.000000,0.906947,1,"acct","yes","yes",25,"female","single",2,88023.200000,"no","invol_chn"
1136,13.295200,2.876980,56.444800,0,"acct","no","yes",42,"male","married",0,18552.700000,"no","vol_churn"
1138,23.933300,0.000000,47.477300,0,"cheq","yes","no",23,"female","single",1,14082.000000,"no","vol_churn"
1143,29.349800,0.000000,20.093900,0,"acct","yes","yes",57,"female","married",1,50290.700000,"no","vol_churn"
1149,11.898800,0.000000,11.939300,0,"acct","no","yes",69,"female","married",0,91198.600000,"no","customer"
1152,13.766500,0.000000,47.986000,0,"acct","no","yes",58,"male","single",2,4123.460000,"no","customer"
1158,4.268870,0.000000,57.619300,0,"cheq","no","yes",54,"female","married",0,37389.200000,"no","vol_churn"
1160,6.990140,0.000000,64.411600,0,"acct","no","yes",76,"male","single",2,59592.600000,"yes","customer"
1164,26.003600,0.000000,37.129300,0,"cheq","yes","no",79,"female","single",1,87818.300000,"no","customer"
1166,26.498900,0.000000,54.757100,0,"acct","no","yes",86,"male","single",2,56256.100000,"no","customer"
1181,25.323700,0.000000,45.121600,0,"acct","no","no",61,"male","married",1,18307.400000,"no","customer"
1188,0.774873,0.000000,5.715600,0,"giro","yes","yes",84,"female","married",2,5936.480000,"yes","vol_churn"
1193,19.780000,0.000000,57.617700,3,"acct","yes","no",73,"female","single",0,23832.000000,"no","customer"
1196,0.000000,0.000000,0.460765,0,"cheq","yes","yes",77,"female","single",0,36434.300000,"yes","invol_chn"
1199,7.259870,0.000000,74.813400,0,"acct","yes","yes",55,"male","married",1,69408.300000,"no","customer"
1201,2.062400,0.000000,16.597800,0,"cheq","yes","yes",28,"male","single",2,39700.300000,"no","vol_churn"
1202,17.734400,0.000000,5.428010,0,"acct","no","yes",45,"female","married",0,41947.800000,"no","customer"
1203,0.000000,0.000000,3.539740,0,"giro","yes","no",68,"male","married",1,27677.800000,"no","customer"
1204,2.461420,0.000000,71.661400,0,"acct","no","yes",75,"female","married",2,42846.200000,"yes","vol_churn"
1211,21.441500,0.000000,38.816400,0,"acct","no","yes",71,"male","married",0,51195.500000,"yes","customer"
1219,16.772300,0.000000,16.358300,0,"giro","no","no",84,"male","single",0,34148.600000,"yes","customer"
1223,0.000000,0.000000,4.422110,0,"cheq","no","no",62,"female","single",2,5197.000000,"no","invol_chn"
1229,19.802100,0.000000,9.315290,0,"acct","yes","no",21,"female","married",0,38705.500000,"yes","vol_churn"
1237,0.000000,0.000000,3.404580,0,"giro","yes","yes",49,"female","single",0,23660.300000,"no","invol_chn"
1250,22.155500,0.092017,54.799400,0,"acct","no","yes",41,"male","single",0,85804.300000,"yes","customer"
1252,0.298668,7.786940,220.977000,0,"acct","no","no",49,"female","single",1,60310.600000,"yes","vol_churn"
1254,19.556100,0.000000,34.423700,0,"acct","yes","yes",83,"male","married",2,25108.200000,"yes","customer"
1255,23.308500,0.000000,83.498000,0,"acct","yes","yes",59,"male","single",0,33912.400000,"yes","customer"
1259,14.156200,0.000000,84.914900,0,"cheq","no","no",32,"female","married",1,7027.140000,"no","customer"
1261,9.558840,0.000000,150.243000,0,"acct","no","yes",65,"female","married",0,58345.800000,"no","vol_churn"
1264,25.634400,0.000000,5.343660,0,"acct","no","yes",51,"male","single",0,2630.400000,"yes","customer"
1267,2.497380,0.000000,24.990000,3,"cheq","no","yes",92,"male","married",0,29518.800000,"no","customer"
1273,0.722800,0.000000,28.702600,0,"giro","yes","yes",97,"male","single",0,75854.900000,"no","customer"
1278,28.481600,0.000000,23.396900,0,"giro","no","yes",30,"male","married",1,3578.000000,"no","customer"
1280,21.467800,0.000000,54.455100,0,"cheq","yes","yes",64,"female","single",2,62275.300000,"yes","vol_churn"
1283,1.717100,0.000000,91.747400,0,"giro","no","no",74,"female","married",0,25445.600000,"no","vol_churn"
1293,6.830420,0.000000,52.201300,0,"cheq","no","yes",44,"male","married",1,49554.800000,"no","customer"
1296,8.598190,0.000000,117.986000,0,"acct","no","no",18,"male","married",0,1846.010000,"no","vol_churn"
1297,17.478300,0.000000,24.209900,0,"acct","no","yes",84,"female","single",0,95056.900000,"no","vol_churn"
1298,23.057000,0.000000,5.942850,0,"acct","no","no",18,"male","married",0,40728.700000,"no","customer"
1300,9.614390,2.656030,160.666000,0,"acct","no","yes",72,"male","single",2,55050.500000,"yes","vol_churn"
1301,0.000000,0.000000,3.259090,0,"giro","no","yes",21,"female","married",0,73701.900000,"yes","invol_chn"
1309,4.315880,0.629311,66.906000,0,"cheq","yes","no",87,"male","married",0,98127.600000,"no","customer"
1314,19.788300,0.000000,126.651000,0,"giro","yes","yes",84,"male","single",2,27958.500000,"no","customer"
1316,23.291700,2.866470,62.325500,0,"acct","no","yes",22,"male","married",1,95847.900000,"yes","vol_churn"
1321,28.325400,0.000000,54.310300,0,"acct","no","no",19,"female","married",1,67750.900000,"no","customer"
1322,0.343710,0.000000,10.983600,0,"acct","no","yes",42,"male","single",1,93645.300000,"no","customer"
1323,22.023500,0.000000,19.501100,0,"cheq","yes","yes",42,"female","married",1,31650.200000,"no","customer"
1325,1.184140,0.000000,33.623500,0,"acct","no","yes",80,"female","married",1,86618.800000,"no","vol_churn"
1326,27.813600,2.097190,94.109400,1,"acct","yes","yes",80,"female","single",0,48506.700000,"no","vol_churn"
1327,6.350460,0.000000,19.744600,0,"cheq","no","no",53,"male","married",0,50622.900000,"yes","customer"
1331,0.104470,0.000000,29.742600,0,"acct","no","yes",59,"female","married",0,50290.700000,"yes","vol_churn"
1336,0.000000,0.000000,2.314630,0,"giro","no","yes",61,"female","married",1,79324.700000,"yes","invol_chn"
1337,29.890500,0.000000,37.416900,0,"acct","no","yes",81,"female","single",0,54486.500000,"no","vol_churn"
1338,26.665000,6.968950,5.948990,0,"giro","no","yes",41,"female","married",1,84388.500000,"no","vol_churn"
1342,16.897200,0.000000,11.515600,0,"acct","no","yes",53,"male","single",2,21242.800000,"no","customer"
1343,17.261500,0.000000,75.583400,0,"giro","yes","yes",91,"male","single",2,61766.700000,"yes","customer"
1346,3.793930,0.000000,24.144400,0,"acct","yes","no",71,"male","single",0,28273.000000,"yes","customer"
1349,1.041500,6.102930,28.831300,0,"acct","no","no",33,"male","married",1,57237.900000,"no","vol_churn"
1352,20.768300,0.000000,38.153900,0,"giro","yes","yes",71,"male","single",1,37248.600000,"yes","customer"
1354,20.760500,0.000000,43.302600,0,"acct","no","yes",64,"female","married",2,25796.500000,"no","vol_churn"
1358,16.422400,0.000000,39.754800,0,"giro","no","yes",76,"male","single",1,24104.700000,"no","customer"
1365,26.292400,0.000000,35.318900,0,"acct","no","no",49,"female","married",2,48471.100000,"no","vol_churn"
1366,11.305400,0.000000,71.500500,0,"cheq","no","no",75,"female","single",1,57952.600000,"no","vol_churn"
1368,6.977850,0.000000,15.516200,0,"giro","yes","yes",39,"female","single",1,31931.300000,"no","customer"
1370,9.390730,0.000000,21.318300,0,"acct","yes","no",33,"female","married",1,33967.700000,"no","customer"
1371,23.242900,0.000000,87.619800,0,"acct","no","yes",25,"female","single",0,91106.400000,"no","customer"
1373,12.199100,0.000000,109.798000,0,"acct","yes","yes",85,"male","married",0,18909.500000,"yes","customer"
1376,17.915200,0.000000,6.012300,0,"acct","yes","yes",26,"male","single",2,19998.400000,"no","vol_churn"
1378,0.000000,0.000000,2.942110,0,"acct","no","no",31,"female","married",1,43787.000000,"no","invol_chn"
1379,0.000000,0.000000,2.399010,0,"cheq","no","yes",39,"female","married",2,72401.800000,"no","customer"
1380,7.966610,0.000000,23.767000,1,"acct","yes","yes",68,"male","single",1,83556.700000,"no","customer"
1381,4.449610,7.273760,296.629000,0,"cheq","yes","no",46,"female","married",0,34437.200000,"yes","vol_churn"
1385,22.726200,0.000000,10.913400,0,"cheq","no","yes",86,"female","married",2,36090.700000,"no","vol_churn"
1389,17.314000,0.000000,53.613800,0,"acct","yes","no",65,"female","married",2,58148.700000,"no","vol_churn"
1390,5.173330,0.000000,11.143600,1,"giro","yes","yes",85,"female","married",2,69730.900000,"yes","vol_churn"
1391,12.145400,0.000000,116.591000,0,"cheq","yes","yes",79,"female","single",2,43151.700000,"no","vol_churn"
1393,19.516400,0.000000,86.453600,0,"cheq","no","no",82,"female","single",0,17491.400000,"no","vol_churn"
1395,21.323300,0.000000,7.548490,0,"acct","yes","yes",30,"female","married",2,16948.800000,"no","customer"
1398,19.142800,2.354470,40.372000,0,"acct","yes","no",72,"female","married",1,38788.300000,"yes","vol_churn"
1403,3.714220,0.000000,10.216100,0,"giro","yes","yes",88,"female","single",2,10764.600000,"no","vol_churn"
1404,12.857700,0.035519,156.512000,0,"acct","no","no",18,"female","married",0,13441.500000,"no","customer"
1411,3.858890,0.000000,20.853600,0,"cheq","yes","yes",62,"male","single",1,47503.900000,"no","customer"
1415,5.925940,0.000000,44.592800,0,"acct","yes","no",66,"male","single",2,72018.600000,"yes","customer"
1417,0.000000,0.000000,4.999420,0,"cheq","no","no",29,"female","single",1,21529.100000,"no","vol_churn"
1418,25.236100,0.000000,56.038100,0,"acct","no","yes",36,"male","married",1,96349.800000,"no","customer"
1421,3.451890,4.182770,117.344000,0,"giro","no","yes",76,"female","married",0,35697.500000,"no","vol_churn"
1424,9.818910,0.000000,82.452800,0,"acct","no","no",60,"female","married",1,40792.300000,"yes","customer"
1428,27.877700,0.000000,13.129100,0,"giro","yes","yes",46,"female","married",0,94576.200000,"yes","vol_churn"
1429,11.002900,0.000000,87.128600,0,"acct","no","yes",42,"male","married",0,69463.100000,"no","customer"
1430,0.000000,0.000000,2.608410,0,"acct","yes","no",79,"male","single",1,16203.500000,"yes","invol_chn"
1432,13.660900,0.000000,37.685100,0,"acct","yes","yes",90,"female","married",1,2796.070000,"no","customer"
1436,12.612600,0.000000,18.811900,0,"giro","no","yes",88,"female","single",0,68608.000000,"no","customer"
1437,26.191200,0.000000,18.197300,0,"acct","no","no",46,"male","married",1,44065.400000,"yes","customer"
1440,16.159300,6.099100,13.831200,0,"acct","no","no",31,"female","married",1,99485.300000,"no","customer"
1443,15.616800,0.000000,13.690700,0,"acct","no","no",60,"male","married",0,35125.000000,"no","customer"
1448,27.989800,0.000000,11.629100,0,"acct","yes","yes",57,"female","married",1,4875.250000,"no","vol_churn"
1453,23.311600,0.000000,38.437200,0,"acct","yes","yes",71,"female","single",0,26435.800000,"no","customer"
1455,2.964260,3.301220,73.324900,0,"giro","no","no",41,"female","single",2,48271.800000,"no","vol_churn"
1457,0.000000,0.000000,2.342550,0,"acct","no","no",49,"female","married",2,50290.700000,"no","vol_churn"
1459,14.152400,0.000000,76.270400,0,"acct","no","no",86,"male","married",1,12713.300000,"no","customer"
1461,0.000000,0.000000,1.481440,1,"cheq","no","yes",94,"male","single",0,13946.800000,"no","customer"
1462,14.742200,0.000000,147.293000,0,"acct","no","no",19,"female","married",1,16915.200000,"no","vol_churn"
1463,20.747800,0.000000,24.522100,0,"acct","no","yes",20,"male","single",2,68140.500000,"no","customer"
1464,15.270500,0.000000,29.477100,0,"acct","no","yes",43,"female","single",1,77021.700000,"no","vol_churn"
1467,10.428500,0.000000,16.896500,0,"acct","yes","no",47,"male","single",1,12752.500000,"yes","customer"
1483,14.470900,0.000000,7.096570,0,"giro","yes","yes",68,"female","married",0,62484.800000,"no","vol_churn"
1484,11.660700,0.000000,38.359700,0,"giro","yes","no",49,"male","single",0,32358.100000,"no","customer"
1485,0.000000,0.000000,1.956540,0,"acct","no","no",45,"female","single",0,45057.100000,"no","invol_chn"
1487,3.723250,0.000000,36.504100,0,"acct","yes","no",61,"male","single",0,72385.900000,"no","customer"
1490,16.813700,0.000000,80.187400,0,"giro","yes","no",71,"female","married",0,45444.000000,"no","customer"
1491,22.440800,9.185140,29.179500,1,"cheq","yes","yes",36,"male","married",0,97341.400000,"no","customer"
1493,7.260380,6.121920,184.525000,0,"cheq","yes","yes",82,"male","single",0,48841.400000,"no","vol_churn"
1494,5.179110,5.644040,112.808000,0,"cheq","yes","yes",34,"female","married",1,73098.700000,"no","vol_churn"
1496,23.131500,0.000000,23.327700,0,"acct","no","yes",22,"female","married",1,25863.800000,"no","vol_churn"
1502,22.903600,2.151110,22.629800,0,"cheq","no","yes",55,"male","single",2,33377.300000,"no","customer"
1509,29.355600,0.000000,13.786200,0,"cheq","yes","no",40,"male","single",2,33373.900000,"no","customer"
1513,0.000000,0.000000,3.928110,0,"acct","no","yes",88,"female","married",2,58807.500000,"yes","invol_chn"
1515,28.839400,0.000000,51.143200,0,"acct","yes","yes",92,"male","single",0,79872.600000,"no","customer"
1522,28.235600,0.000000,66.499300,0,"acct","yes","yes",21,"male","single",1,48107.200000,"no","customer"
1531,0.000000,0.000000,3.327930,0,"acct","no","no",36,"female","single",1,94083.300000,"no","customer"
1532,0.000000,0.000000,3.596560,0,"giro","no","no",23,"male","single",0,22475.500000,"no","invol_chn"
1539,2.936940,0.000000,165.434000,0,"acct","yes","no",48,"male","married",1,3793.730000,"no","customer"
1543,23.216700,0.000000,143.812000,0,"cheq","yes","no",22,"female","single",2,14905.000000,"yes","vol_churn"
1547,1.740600,0.000000,30.121000,0,"acct","no","yes",43,"female","married",2,22781.600000,"yes","vol_churn"
1549,10.511700,0.000000,5.906880,0,"giro","yes","no",67,"female","single",1,9824.750000,"no","customer"
1550,27.746500,8.248680,19.634800,0,"acct","yes","yes",53,"female","single",2,11503.800000,"yes","vol_churn"
1552,23.857700,0.000000,9.483920,0,"giro","yes","yes",34,"male","single",2,59753.200000,"yes","customer"
1558,8.317620,0.000000,29.315800,0,"acct","yes","yes",78,"female","married",0,16840.700000,"no","customer"
1561,6.253160,0.000000,24.717400,0,"acct","yes","yes",27,"female","single",2,13094.800000,"no","vol_churn"
1567,23.760500,0.000000,68.351200,0,"giro","no","no",65,"female","married",1,37079.400000,"no","customer"
1574,14.697100,0.000000,17.869700,0,"giro","no","no",30,"female","single",1,73334.300000,"no","customer"
1580,13.987800,7.559130,20.720300,0,"giro","yes","yes",42,"female","married",0,69458.800000,"no","vol_churn"
1582,13.148700,0.000000,33.939100,0,"cheq","yes","yes",37,"male","single",1,13126.900000,"no","customer"
1585,3.710210,0.256480,11.871000,0,"acct","no","yes",58,"female","married",1,16350.300000,"yes","customer"
1588,10.972700,0.000000,59.999900,0,"cheq","yes","no",45,"male","married",0,27170.600000,"no","customer"
1596,14.806200,0.000000,121.406000,1,"giro","yes","no",50,"female","married",2,96821.100000,"no","vol_churn"
1602,22.171800,0.576682,13.459800,0,"giro","no","yes",94,"female","single",1,17540.700000,"yes","vol_churn"
1604,18.965400,0.000000,40.775500,0,"giro","yes","yes",33,"male","married",2,80385.400000,"no","customer"
1608,23.995900,0.000000,75.193300,0,"acct","no","yes",93,"male","single",1,4347.250000,"no","customer"
1609,23.412700,0.000000,85.215600,0,"cheq","yes","no",89,"male","single",0,51669.000000,"no","customer"
1613,6.533120,0.000000,13.845700,0,"cheq","yes","no",27,"male","married",2,16875.900000,"yes","vol_churn"
1617,8.761300,0.000000,25.636000,0,"acct","no","no",20,"female","married",1,2976.910000,"no","customer"
1626,16.616600,7.881520,16.056500,1,"cheq","yes","yes",47,"male","single",0,4961.500000,"yes","customer"
1633,13.324500,8.053170,56.646800,0,"acct","no","yes",73,"female","married",2,5237.630000,"no","vol_churn"
1635,25.718400,0.000000,73.714700,0,"acct","no","yes",67,"male","single",1,80982.700000,"no","customer"
1637,26.430600,6.180070,51.405800,0,"acct","no","yes",19,"female","single",1,71906.800000,"no","vol_churn"
1640,24.752500,1.484950,62.628300,0,"cheq","yes","no",45,"female","single",0,50290.700000,"yes","vol_churn"
1645,9.372810,0.000000,25.153700,0,"giro","yes","yes",63,"male","married",2,60644.300000,"no","customer"
1650,20.383200,0.000000,31.871300,0,"giro","yes","yes",37,"male","single",2,34524.700000,"yes","customer"
1654,0.000000,0.000000,3.508730,0,"acct","yes","yes",50,"female","single",0,44785.400000,"no","invol_chn"
1657,14.477000,0.000000,53.379400,0,"cheq","yes","yes",23,"male","single",0,12686.900000,"no","vol_churn"
1668,3.369350,0.000000,43.539100,0,"cheq","no","yes",47,"female","single",1,59489.000000,"no","customer"
1669,26.960700,0.305743,79.548200,1,"acct","no","yes",31,"male","single",2,14690.100000,"no","customer"
1670,11.814800,0.000000,26.818400,0,"acct","yes","yes",76,"male","single",1,91607.400000,"no","customer"
1671,1.037140,9.590720,12.906600,0,"giro","yes","yes",83,"female","single",2,76845.300000,"yes","vol_churn"
1672,5.334410,0.000000,33.210500,0,"giro","no","yes",21,"female","married",2,82056.600000,"no","customer"
1677,0.000000,0.000000,1.008220,0,"giro","yes","yes",18,"female","married",2,64726.800000,"no","customer"
1680,20.697300,0.000000,5.174300,0,"cheq","no","yes",35,"male","married",2,42623.500000,"no","customer"
1682,17.082600,0.000000,163.975000,0,"cheq","yes","yes",77,"female","single",1,37331.200000,"no","customer"
1693,23.900400,0.000000,19.671900,0,"cheq","no","no",29,"female","married",2,79960.000000,"no","customer"
1695,17.875000,0.000000,76.318200,0,"acct","yes","yes",93,"male","single",0,93302.900000,"no","customer"
1697,17.449700,4.940780,49.923500,1,"giro","yes","yes",39,"female","married",2,47902.000000,"no","customer"
1701,9.574400,0.000000,85.111800,0,"acct","yes","yes",39,"male","single",2,32272.700000,"no","customer"
1708,17.842100,9.490840,89.767100,0,"acct","no","yes",70,"female","single",0,58384.300000,"no","vol_churn"
1710,4.301460,0.000000,7.162160,0,"giro","no","yes",96,"male","married",1,2502.740000,"no","customer"
1716,9.313150,0.000000,115.921000,1,"cheq","no","no",47,"female","married",0,79721.100000,"no","vol_churn"
1717,26.045900,0.000000,114.276000,0,"cheq","no","yes",97,"male","married",2,40844.400000,"no","customer"
1718,1.815860,0.000000,90.245900,0,"acct","no","yes",79,"female","married",0,8090.400000,"yes","vol_churn"
1723,3.346920,9.609670,136.888000,0,"cheq","no","yes",68,"male","single",1,57322.100000,"yes","vol_churn"
1731,10.270200,1.673730,29.639000,0,"acct","yes","yes",20,"male","married",0,69444.500000,"no","vol_churn"
1734,10.474300,0.000000,7.525430,0,"acct","no","yes",51,"male","married",0,64313.000000,"no","customer"
1737,10.607600,0.125065,159.885000,0,"giro","no","no",40,"male","single",2,88943.900000,"no","customer"
1738,13.871600,0.000000,5.048680,0,"cheq","no","yes",39,"male","single",1,50126.800000,"no","customer"
1739,12.537200,0.000000,311.290000,0,"acct","no","yes",21,"female","single",0,45612.900000,"no","customer"
1746,23.290100,0.000000,41.349300,1,"cheq","no","no",27,"female","single",1,92718.600000,"no","customer"
1760,3.113300,0.000000,127.138000,0,"acct","no","yes",68,"male","single",2,17047.200000,"yes","customer"
1762,11.057100,0.000000,50.845500,0,"acct","yes","yes",64,"female","single",1,7737.940000,"no","vol_churn"
1767,12.375700,0.000000,163.414000,0,"acct","no","no",51,"female","married",2,59613.100000,"no","vol_churn"
1769,27.011800,7.554010,45.374200,0,"acct","yes","yes",92,"male","single",1,57904.400000,"no","vol_churn"
1771,19.439700,0.000000,14.384700,0,"acct","no","yes",97,"male","married",2,88146.400000,"no","customer"
1774,3.751610,0.000000,9.261610,0,"acct","yes","no",27,"male","single",1,86608.500000,"no","customer"
1777,0.378048,0.000000,28.662400,0,"acct","yes","yes",72,"female","married",0,78851.300000,"no","vol_churn"
1784,0.000000,0.000000,1.346230,0,"acct","yes","no",75,"female","single",1,16326.700000,"no","invol_chn"
1785,12.698500,0.000000,88.095200,0,"giro","yes","no",87,"female","married",1,3624.700000,"no","vol_churn"
1789,27.258000,0.000000,69.365600,0,"giro","yes","yes",57,"female","married",1,36016.900000,"no","vol_churn"
1791,20.453600,0.000000,39.334000,0,"cheq","no","no",76,"female","married",2,42031.800000,"no","customer"
1795,28.827200,4.748160,13.530500,0,"acct","no","no",39,"male","married",1,39229.100000,"no","vol_churn"
1800,3.284500,0.000000,8.224460,0,"giro","no","yes",42,"male","married",0,57042.200000,"no","customer"
1803,0.439191,0.000000,122.379000,0,"giro","yes","yes",74,"male","single",1,94449.500000,"no","customer"
1814,3.526720,0.000000,257.192000,0,"acct","no","yes",45,"female","married",2,67085.400000,"no","vol_churn"
1815,17.656900,0.000000,23.420800,0,"cheq","yes","yes",28,"female","single",1,4972.890000,"no","vol_churn"
1818,2.502270,0.000000,31.993200,0,"giro","yes","yes",67,"male","married",0,26369.200000,"no","customer"
1820,18.850800,0.000000,31.788600,0,"giro","yes","no",73,"female","married",2,35976.500000,"yes","vol_churn"
1822,24.773300,0.000000,20.078700,0,"cheq","yes","no",92,"female","married",1,77129.100000,"yes","vol_churn"
1823,15.596600,0.000000,24.194200,0,"cheq","yes","yes",79,"female","married",2,8204.720000,"no","vol_churn"
1825,27.093200,0.000000,87.261000,0,"giro","no","no",59,"male","married",2,40714.500000,"no","customer"
1827,8.212280,9.634830,45.668500,0,"giro","yes","yes",75,"male","married",1,97180.400000,"no","vol_churn"
1837,14.614200,0.000000,74.725400,0,"acct","no","yes",68,"female","married",2,50290.700000,"no","vol_churn"
1840,9.571670,0.000000,10.472800,0,"cheq","no","yes",23,"female","married",0,869.570000,"no","vol_churn"
1843,22.891700,0.000000,22.186600,0,"cheq","no","no",52,"female","married",1,70002.400000,"no","vol_churn"
